player_name,player_height,pts,reb,ast,label
Tony Farmer,205.74,6.3,4.0,1.0,3
Tony Massenburg,205.74,4.6,2.7,0.3,0
Tim Young,218.44,2.2,1.4,0.2,0
John Salley,210.82,1.6,1.4,0.6,0
Rasho Nesterovic,213.36,5.7,4.6,1.1,3
Rasheed Wallace,210.82,16.4,7.0,1.8,2
Kurt Thomas,205.74,8.0,6.3,1.0,3
LaPhonso Ellis,203.2,8.4,5.0,1.0,3
Lamar Odom,208.28,16.6,7.8,4.2,2
Lamond Murray,200.66,15.9,5.7,1.8,3
Lari Ketner,208.28,1.5,1.5,0.0,0
Laron Profit,195.58,1.5,0.8,0.8,0
Larry Hughes,195.58,15.0,4.3,2.5,3
Larry Johnson,200.66,10.7,5.4,2.5,3
Latrell Sprewell,195.58,18.6,4.3,4.0,4
Lawrence Funderburke,205.74,6.4,3.1,0.4,0
Lazaro Borrell,203.2,3.6,2.4,0.6,0
Lindsey Hunter,187.96,12.7,3.0,4.0,4
Lorenzen Wright,210.82,6.0,4.1,0.3,3
Lorenzo Williams,205.74,1.8,3.1,0.1,0
Loy Vaught,205.74,1.7,2.1,0.3,0
Luc Longley,218.44,6.3,4.5,1.1,3
Lucious Harris,195.58,6.7,2.4,1.3,1
Malik Rose,200.66,6.7,4.5,0.6,3
Malik Sealy,203.2,11.3,4.3,2.4,3
Marcus Brown,190.5,1.7,1.2,0.5,1
Marcus Camby,210.82,10.2,7.8,0.8,3
Mario Bennett,198.12,0.0,2.0,0.0,0
Mario Elie,195.58,7.5,3.2,2.4,1
Kornel David,205.74,5.6,2.5,0.5,0
Kobe Bryant,200.66,22.5,6.3,4.9,4
Kiwane Garris,187.96,1.3,0.3,0.7,1
Khalid Reeves,190.5,3.7,1.3,4.3,1
John Starks,190.5,13.9,2.7,4.9,4
John Stockton,185.42,12.1,2.6,8.6,4
John Thomas,205.74,2.1,1.4,0.2,0
John Wallace,205.74,6.5,2.3,0.4,0
Johnny Newman,200.66,10.0,1.9,0.8,0
Johnny Taylor,205.74,1.8,1.0,0.2,0
Jon Barry,195.58,8.0,2.6,2.4,1
Jonathan Bender,210.82,2.7,0.9,0.1,0
Jud Buechler,198.12,2.2,1.6,0.6,0
Jumaine Jones,203.2,1.7,1.2,0.2,0
Juwan Howard,205.74,14.9,5.7,3.0,2
Mark Bryant,205.74,5.7,4.7,0.8,3
Karl Malone,205.74,25.5,9.5,3.7,2
Keith Van Horn,208.28,19.2,8.5,2.0,2
Kelvin Cato,210.82,8.7,6.0,0.4,3
Kendall Gill,195.58,13.1,3.7,2.8,3
Kenny Anderson,185.42,14.0,2.7,5.1,4
Kenny Thomas,203.2,8.3,6.1,1.6,3
Keon Clark,210.82,8.6,6.2,0.9,3
Kerry Kittles,195.58,13.0,3.6,2.3,3
Kevin Garnett,210.82,22.9,11.8,5.0,2
Kevin Johnson,185.42,6.7,2.7,4.0,1
Kevin Ollie,193.04,1.8,0.8,1.2,1
Kevin Willis,213.36,7.6,6.1,0.6,3
Keith Closs,220.98,4.2,3.1,0.4,0
William Avery,187.96,2.6,0.7,1.5,1
Mark Davis,200.66,6.2,3.7,1.7,3
Mark Jackson,190.5,8.1,3.7,8.0,4
Nazr Mohammed,208.28,1.9,1.8,0.1,0
Nick Anderson,198.12,10.8,4.7,1.7,3
Nick Van Exel,185.42,16.1,3.9,9.0,4
Obinna Ekezie,205.74,3.2,2.4,0.2,0
Olden Polynice,213.36,5.3,5.5,0.5,3
Oliver Miller,205.74,6.3,5.1,1.3,3
Othella Harrington,205.74,13.1,6.9,1.2,3
Otis Thorpe,208.28,5.5,3.3,0.6,0
P.J. Brown,210.82,9.6,7.5,1.8,3
Pat Garrity,205.74,8.2,2.6,0.7,0
Patrick Ewing,213.36,15.0,9.7,0.9,2
Paul Pierce,200.66,19.5,5.4,3.0,2
Peja Stojakovic,205.74,11.9,3.7,1.4,3
Pervis Ellison,205.74,1.8,2.2,0.4,0
Pete Chilcutt,208.28,2.1,2.3,0.5,0
Popeye Jones,203.2,2.6,2.6,0.5,0
Quincy Lewis,200.66,3.8,1.5,0.5,0
Raef LaFrentz,210.82,12.4,7.9,1.2,2
Rafer Alston,187.96,2.2,0.9,2.6,1
Randell Jackson,210.82,0.0,0.0,0.0,0
Randy Brown,187.96,6.4,2.4,3.4,1
Randy Livingston,193.04,4.8,1.6,2.2,1
Rashard Lewis,208.28,8.2,4.1,0.9,3
Muggsy Bogues,160.02,5.1,1.7,3.7,1
Mookie Blaylock,185.42,11.3,3.7,6.7,4
Moochie Norris,185.42,6.9,2.3,3.1,1
Monty Williams,203.2,8.7,3.3,1.4,3
Mark Strickland,208.28,4.9,2.4,0.4,0
Mark West,208.28,0.7,1.4,0.1,0
Marty Conlon,208.28,0.7,0.7,0.0,0
Matt Bullard,208.28,6.8,2.5,1.1,0
Matt Geiger,215.9,9.7,6.0,0.6,3
Matt Harpring,200.66,4.0,3.0,2.0,0
Matt Maloney,190.5,6.4,1.3,2.7,1
Maurice Taylor,205.74,17.1,6.5,1.6,2
Metta World Peace,198.12,12.0,4.3,2.7,3
Michael Cage,205.74,1.4,4.1,0.5,0
Michael Curry,195.58,6.2,1.3,1.1,1
Mark Hendrickson,205.74,0.9,0.9,0.4,0
Michael Dickerson,195.58,18.2,3.4,2.5,4
Michael Finley,200.66,22.6,6.3,5.3,4
Michael Hawkins,182.88,0.7,0.6,1.1,1
Michael Olowokandi,213.36,9.8,8.2,0.5,3
Michael Ruffin,205.74,2.2,3.5,0.6,0
Michael Smith,203.2,6.3,7.2,1.2,3
Michael Stewart,208.28,1.4,2.2,0.1,0
Mike Bibby,187.96,14.5,3.7,8.1,4
Mikki Moore,213.36,7.9,3.9,0.6,3
Milt Palacio,190.5,2.0,1.0,0.9,1
Mirsad Turkcan,205.74,1.9,1.9,0.3,0
Mitch Richmond,195.58,17.4,2.9,2.5,4
Michael Doleac,210.82,7.0,4.1,0.8,3
Zan Tabak,213.36,2.1,1.8,0.2,0
Jamal Crawford,195.58,4.6,1.5,2.3,1
Jamal Mashburn,203.2,20.1,7.6,5.4,4
Ira Bowman,195.58,0.0,0.7,2.3,1
Jamel Thomas,198.12,2.6,1.8,0.0,0
Dikembe Mutombo,218.44,10.0,13.5,1.0,2
Dion Glover,195.58,5.9,2.3,1.2,1
Dirk Nowitzki,210.82,21.8,9.2,2.1,2
Don MacLean,208.28,3.9,2.3,0.5,0
Don Reid,203.2,3.3,3.8,0.3,0
Donnell Harvey,203.2,1.2,1.1,0.1,0
Donyell Marshall,205.74,13.6,7.0,1.6,2
Doug Christie,198.12,12.3,4.4,3.6,4
Doug Overton,190.5,6.0,1.9,3.4,1
Doug West,198.12,1.9,1.0,0.9,0
Dragan Tarlac,210.82,2.4,2.8,0.7,0
Duane Causwell,213.36,2.5,2.7,0.2,0
Earl Boykins,165.1,6.5,1.1,3.2,1
Eddie Gill,182.88,4.9,1.1,3.0,1
Eddie House,185.42,5.0,0.8,1.0,1
Eddie Jones,200.66,17.4,4.6,2.7,3
Eddie Robinson,205.74,7.4,3.0,0.9,3
Eduardo Najera,203.2,3.3,2.4,0.7,0
Elden Campbell,213.36,13.1,7.8,1.3,2
Eldridge Recasner,193.04,2.4,1.2,0.9,1
Elliot Perry,182.88,3.0,0.9,1.6,1
Elton Brand,203.2,20.1,10.1,3.2,2
Emanual Davis,195.58,5.8,2.5,2.2,1
Devean George,203.2,3.1,1.9,0.3,0
Detlef Schrempf,208.28,4.0,3.0,1.7,0
Desmond Mason,195.58,5.9,3.2,0.8,1
Derrick McKey,208.28,2.2,2.7,1.1,0
Dana Barros,180.34,8.0,1.6,1.8,1
Daniel Santiago,215.9,3.1,1.9,0.2,0
Danny Ferry,208.28,5.6,2.8,0.9,0
Danny Fortson,203.2,16.7,16.3,0.8,2
Danny Manning,208.28,7.4,2.6,1.1,0
Darius Miles,205.74,9.4,5.9,1.2,3
Darrell Armstrong,185.42,15.8,4.6,7.0,4
Darrick Martin,180.34,3.3,0.5,0.5,1
Darvin Ham,200.66,3.8,4.2,0.9,0
David Benoit,203.2,3.6,1.7,0.4,0
David Robinson,215.9,14.4,8.6,1.5,2
Eric Montross,213.36,2.2,3.2,0.4,0
David Vanterpool,195.58,5.5,1.7,3.0,1
David Wingate,195.58,6.0,0.0,2.0,1
DeShawn Stevenson,195.58,2.2,0.7,0.5,0
Dean Garrett,210.82,2.5,3.1,0.3,0
Dee Brown,187.96,6.9,1.6,1.7,1
Dell Curry,195.58,6.0,1.2,1.1,1
DerMarr Johnson,205.74,5.1,2.3,0.8,0
Derek Anderson,195.58,15.5,4.4,3.7,4
Derek Fisher,185.42,11.5,3.0,4.4,4
Derek Strong,205.74,4.2,3.9,0.3,0
Derrick Coleman,208.28,8.1,5.4,1.1,3
Derrick Dial,193.04,2.6,1.2,0.6,1
David Wesley,185.42,17.2,2.7,4.4,4
Dan McClintock,213.36,3.0,2.8,0.2,0
Eric Piatkowski,198.12,10.6,3.0,1.2,3
Eric Williams,203.2,6.6,2.6,1.4,0
Horace Grant,208.28,8.5,7.1,1.6,3
Howard Eisley,187.96,9.0,2.4,3.6,1
Zydrunas Ilgauskas,220.98,11.7,6.7,0.8,3
Zendon Hamilton,210.82,3.0,2.7,0.0,0
Zan Tabak,213.36,3.9,3.9,0.6,0
William Avery,187.96,2.8,0.5,1.4,1
Will Perdue,213.36,1.1,1.4,0.2,0
Wesley Person,198.12,7.1,3.0,1.5,1
Wang Zhi-zhi,215.9,4.8,1.4,0.0,0
Walter McCarty,208.28,2.2,1.4,0.7,0
Walt Williams,203.2,8.3,3.4,1.3,3
Wally Szczerbiak,200.66,14.0,5.5,3.2,3
Voshon Lenard,193.04,12.2,2.9,2.4,1
Vonteego Cummings,190.5,7.3,2.1,3.4,1
Vladimir Stepania,213.36,2.8,3.8,0.6,0
Vlade Divac,215.9,12.0,8.3,2.9,2
Vitaly Potapenko,208.28,7.5,6.0,0.8,3
Vinny Del Negro,193.04,3.9,1.3,1.9,1
Vince Carter,198.12,27.6,5.5,3.9,4
Vin Baker,210.82,12.2,5.7,1.2,3
Vernon Maxwell,193.04,4.7,1.5,1.1,1
Tyus Edney,177.8,4.4,1.0,2.3,1
Tyronn Lue,182.88,3.4,0.8,1.2,1
Hersey Hawkins,190.5,3.1,1.4,1.2,1
Hedo Turkoglu,203.2,5.3,2.8,0.9,0
Hanno Mottola,210.82,4.4,2.4,0.3,0
Hakeem Olajuwon,213.36,11.9,7.4,1.2,2
Erick Barkley,185.42,2.4,0.4,0.8,1
Erick Dampier,210.82,7.4,5.8,1.4,3
Erick Strickland,190.5,5.2,2.6,1.9,1
Ervin Johnson,210.82,3.2,7.5,0.5,3
Etdrick Bohannon,205.74,1.3,1.2,0.0,0
Evan Eschmeyer,210.82,3.4,4.9,0.5,3
Felipe Lopez,195.58,7.9,3.3,1.5,1
Felton Spencer,213.36,2.2,1.9,0.1,0
Fred Hoiberg,195.58,9.1,4.2,3.6,1
Garth Joseph,218.44,0.5,0.5,0.3,0
Gary Grant,190.5,2.5,0.0,0.3,1
Eric Snow,190.5,9.8,3.3,7.4,4
Gary Payton,193.04,23.1,4.6,8.1,4
George Lynch,203.2,8.4,7.2,1.7,3
George McCloud,203.2,9.6,2.9,3.7,3
Gerard King,205.74,4.8,2.9,0.7,0
Glen Rice,203.2,12.0,4.1,1.2,3
Glenn Robinson,200.66,22.0,6.9,3.3,2
Grant Hill,203.2,13.8,6.3,6.3,4
Grant Long,205.74,6.0,4.2,1.3,3
Greg Anthony,185.42,4.9,1.1,1.4,1
Greg Buckner,193.04,6.2,4.2,1.3,1
Greg Foster,210.82,2.0,1.8,0.5,0
Greg Ostertag,218.44,4.5,5.1,0.3,3
Gary Trent,203.2,4.0,2.8,0.3,0
Tyrone Nesby,198.12,8.3,2.8,1.2,1
Dan Majerle,198.12,5.0,3.1,1.7,1
Damon Stoudamire,177.8,13.0,3.7,5.7,4
Anfernee Hardaway,200.66,9.8,4.5,3.8,3
Antawn Jamison,205.74,24.9,8.7,2.0,2
Anthony Carter,185.42,6.4,2.5,3.7,1
Anthony Goldwire,187.96,4.1,0.6,1.7,1
Anthony Johnson,190.5,2.5,0.8,1.5,1
Anthony Mason,203.2,16.1,9.6,3.1,2
Anthony Miller,205.74,0.5,0.5,0.0,0
Anthony Peeler,193.04,10.5,2.6,2.6,1
Antoine Walker,205.74,23.4,8.9,5.5,2
Antonio Daniels,193.04,9.4,2.1,3.8,1
Antonio Davis,205.74,13.7,10.1,1.4,2
Antonio Harvey,210.82,2.6,1.2,0.3,0
Antonio McDyess,205.74,20.8,12.1,2.1,2
Art Long,205.74,0.0,0.9,0.1,0
Arvydas Sabonis,220.98,10.1,5.4,1.5,3
Austin Croshere,205.74,10.1,4.8,1.1,3
Avery Johnson,180.34,5.6,1.5,4.3,1
Baron Davis,190.5,13.8,5.0,7.3,4
Ben Wallace,205.74,6.4,13.2,1.5,2
Bill Curley,205.74,3.2,1.9,0.2,0
Billy Owens,203.2,4.4,4.6,1.2,3
Bimbo Coles,187.96,4.9,1.0,2.9,1
Bo Outlaw,203.2,7.3,7.7,2.8,3
Andy Panko,205.74,0.0,0.0,0.0,0
Andrew DeClercq,208.28,3.9,3.5,0.5,0
Andre Miller,187.96,15.8,4.4,8.0,4
Alvin Williams,195.58,9.8,2.6,5.0,4
Jamal Robinson,200.66,1.0,1.8,0.3,0
Ira Newble,200.66,2.0,1.3,0.2,0
Isaiah Rider,195.58,7.6,2.3,1.7,1
J.R. Reid,205.74,1.7,1.3,0.2,0
Jabari Smith,210.82,2.9,0.9,0.7,0
Jacque Vaughn,185.42,6.1,1.8,3.9,1
Ike Austin,208.28,4.3,4.3,1.1,3
Jahidi White,205.74,8.6,7.7,0.3,3
Jake Tsakalidis,218.44,4.5,4.2,0.3,0
Jake Voskuhl,210.82,1.9,2.1,0.3,0
Jalen Rose,203.2,20.5,5.0,6.0,4
Bob Sura,195.58,11.1,4.3,4.6,4
Jamaal Magloire,208.28,4.6,4.0,0.4,0
A.J. Guyton,185.42,6.0,1.1,1.9,1
Aaron McKie,195.58,11.6,4.1,5.0,4
Aaron Williams,205.74,10.2,7.2,1.1,3
Adam Keefe,205.74,2.5,3.1,0.5,0
Adonal Foyle,208.28,5.9,7.0,0.8,3
Adrian Griffin,195.58,2.1,2.0,0.6,0
Al Harrington,205.74,7.5,4.9,1.7,3
Alan Henderson,205.74,10.5,5.6,0.7,3
Allan Houston,198.12,18.7,3.6,2.2,4
Allen Iverson,182.88,31.1,3.8,4.6,4
Alonzo Mourning,208.28,13.6,7.8,0.9,2
A.C. Green,205.74,4.5,3.8,0.5,0
Dan Langhi,210.82,2.7,1.2,0.1,0
Bobby Jackson,185.42,7.2,3.1,2.0,1
Brad Miller,213.36,8.9,7.4,1.9,3
Chris Gatling,208.28,11.4,5.3,0.8,3
Chris Herren,187.96,3.3,0.8,2.2,1
Chris Mihm,215.9,7.6,4.7,0.3,3
Chris Mills,200.66,12.0,6.2,1.2,3
Chris Mullin,198.12,5.8,2.1,1.0,0
Chris Porter,200.66,8.6,3.7,1.2,3
Chris Webber,208.28,27.1,11.1,4.2,2
Chris Whitney,182.88,9.5,1.8,4.2,1
Christian Laettner,210.82,9.3,4.7,1.6,3
Chucky Atkins,180.34,12.0,2.1,4.1,1
Chucky Brown,203.2,3.9,2.1,0.4,0
Clar. Weatherspoon,200.66,11.3,9.7,1.3,2
Clifford Robinson,208.28,16.4,4.1,2.9,3
Corey Benjamin,198.12,4.7,1.5,1.1,0
Corey Maggette,198.12,10.0,4.2,1.2,3
Corie Blount,208.28,4.6,5.9,0.9,3
Corliss Williamson,200.66,11.6,4.7,0.9,3
Cory Alexander,185.42,2.0,1.0,1.4,1
Courtney Alexander,195.58,9.5,2.2,1.0,1
Cuttino Mobley,193.04,19.5,5.0,2.5,4
Dale Davis,210.82,7.2,7.5,1.3,3
Dalibor Bagaric,215.9,1.3,1.6,0.3,0
Damon Jones,190.5,6.5,1.7,3.2,1
Chris Garner,177.8,2.4,1.5,2.3,1
Chris Dudley,210.82,1.4,3.5,0.3,0
Chris Crawford,205.74,6.8,2.3,0.8,0
Chris Childs,190.5,4.7,2.6,4.6,1
Brent Barry,198.12,8.8,3.1,3.4,1
Brent Price,185.42,2.2,0.7,0.8,1
Brevin Knight,177.8,6.3,3.2,5.9,4
Brian Cardinal,203.2,2.1,1.5,0.2,0
Brian Grant,205.74,15.2,8.8,1.2,2
Brian Shaw,198.12,5.3,3.8,3.2,1
Brian Skinner,205.74,4.1,4.3,0.5,0
Bruce Bowen,200.66,7.6,3.0,1.6,3
Bruno Sundov,218.44,3.9,2.1,0.2,0
Bryant Reeves,213.36,8.3,6.0,1.1,3
Bryant Stith,195.58,9.7,3.6,2.2,1
Bonzi Wells,195.58,12.6,4.9,2.8,3
Bryce Drew,190.5,6.3,1.4,3.9,1
Cal Bowdler,208.28,3.2,1.8,0.1,0
Calbert Cheaney,200.66,2.3,2.2,1.0,0
Calvin Booth,210.82,5.3,4.5,0.8,3
Carlos Rogers,210.82,4.6,3.6,0.2,0
Cedric Ceballos,200.66,6.5,2.7,0.5,0
Cedric Henderson,200.66,4.3,1.6,1.4,0
Charles Oakley,205.74,9.6,9.5,3.4,2
Charlie Ward,187.96,7.1,2.6,4.5,1
Chauncey Billups,190.5,9.3,2.1,3.4,1
Cherokee Parks,210.82,4.6,3.5,0.7,0
Chris Carr,198.12,4.8,1.3,0.3,0
Bryon Russell,200.66,12.0,4.2,2.1,3
Tyrone Hill,205.74,9.6,9.0,0.6,2
Hubert Davis,195.58,7.9,2.1,1.7,1
Troy Hudson,185.42,4.8,1.4,2.2,1
Mark Jackson,190.5,7.6,3.7,8.0,4
Mark Bryant,205.74,1.1,1.2,0.2,0
Mark Blount,213.36,3.9,3.6,0.5,0
Mario Elie,195.58,4.4,2.3,1.9,1
Marcus Fizer,205.74,9.5,4.3,1.1,3
Marcus Camby,210.82,12.0,11.5,0.8,2
Marc Jackson,208.28,13.2,7.5,1.2,2
Mamadou N'diaye,213.36,1.3,0.7,0.0,0
Malik Rose,200.66,7.7,5.4,0.8,3
Mahmoud Abdul-Rauf,185.42,6.5,0.6,1.9,1
Lucious Harris,195.58,9.4,3.9,1.8,3
Luc Longley,218.44,2.0,2.6,0.3,0
Loy Vaught,205.74,3.3,3.4,0.5,0
Lorenzen Wright,210.82,12.4,7.5,1.2,2
Lindsey Hunter,187.96,10.1,2.1,2.7,1
Lee Nailon,203.2,3.9,2.2,0.6,0
Lawrence Funderburke,205.74,4.9,3.3,0.3,0
Lavor Postell,195.58,2.3,1.0,0.2,0
Latrell Sprewell,195.58,17.7,4.5,3.5,4
Larry Robinson,190.5,5.9,2.6,1.1,1
Larry Johnson,200.66,9.9,5.6,2.0,3
Larry Hughes,195.58,16.5,5.5,4.5,4
Laron Profit,195.58,4.3,1.8,2.5,1
Mark Madsen,205.74,2.0,2.2,0.3,0
Mark Pope,208.28,2.4,2.3,0.6,0
Mark Strickland,208.28,4.5,2.9,0.4,0
Mateen Cleaves,187.96,5.4,1.7,2.7,1
Monty Williams,203.2,5.0,3.0,1.0,0
Mitch Richmond,195.58,16.2,2.9,3.0,4
Milt Palacio,190.5,5.9,1.8,2.6,1
Mikki Moore,213.36,4.4,3.9,0.4,0
Mike Smith,203.2,3.0,1.3,0.6,0
Mike Penberthy,190.5,5.0,1.2,1.3,1
Mike Miller,203.2,11.9,4.0,1.7,3
Mike Bibby,185.42,15.9,3.7,8.4,4
Michael Stewart,208.28,1.3,1.1,0.1,0
Michael Smith,203.2,3.8,7.1,1.3,3
Michael Ruffin,203.2,2.6,5.8,0.9,3
Lari Ketner,205.74,0.0,0.0,0.3,0
Michael Redd,198.12,2.2,0.7,0.2,0
Michael Hawkins,182.88,0.8,0.5,1.3,1
Michael Finley,200.66,21.5,5.2,4.4,4
Michael Doleac,210.82,6.4,3.5,0.8,3
Michael Dickerson,193.04,16.3,3.3,3.3,4
Michael Curry,195.58,5.2,1.8,1.9,1
Metta World Peace,200.66,11.9,3.9,3.0,3
Maurice Taylor,205.74,13.0,5.5,1.5,3
Matt Maloney,190.5,6.7,2.1,2.8,1
Matt Harpring,200.66,11.1,4.3,1.8,3
Matt Geiger,215.9,6.1,4.0,0.4,3
Matt Bullard,208.28,5.8,2.1,0.7,0
Michael Olowokandi,213.36,8.5,6.4,0.6,3
Moochie Norris,185.42,6.6,2.4,3.5,1
Lamond Murray,200.66,12.8,4.4,1.6,3
LaPhonso Ellis,203.2,9.4,6.0,1.1,3
John Amaechi,208.28,7.9,3.3,0.9,3
Joel Przybilla,215.9,0.8,2.2,0.1,0
Joe Smith,208.28,12.3,7.1,1.1,3
Jim McIlvaine,215.9,1.6,1.9,0.2,0
Jim Jackson,198.12,11.5,4.0,2.9,3
Jerry Stackhouse,198.12,29.8,3.9,5.1,4
Jerome Williams,205.74,6.3,6.5,0.8,3
Jerome Moiso,208.28,1.5,1.8,0.1,0
Jerome Kersey,200.66,3.3,2.0,0.7,0
Jermaine O'Neal,210.82,12.9,9.8,1.2,2
Jelani McCoy,208.28,4.5,3.6,0.8,0
Jeff McInnis,193.04,12.9,2.7,5.5,4
Jeff Foster,210.82,3.5,5.5,0.5,3
Jason Williams,185.42,9.4,2.4,5.4,4
Jason Terry,187.96,19.7,3.3,4.9,4
Jason Kidd,193.04,16.9,6.4,9.8,4
Jason Hart,187.96,2.0,0.0,1.0,1
Jason Collier,213.36,3.1,1.6,0.3,0
Jason Caffey,203.2,7.1,5.0,0.8,3
Jaren Jackson,193.04,2.4,0.8,0.4,0
Jamie Feick,205.74,3.7,9.3,0.8,3
James Robinson,187.96,1.7,1.3,0.0,1
Tyrone Corbin,198.12,1.3,0.9,0.3,0
John Coker,213.36,0.3,0.8,0.3,0
John Crotty,187.96,2.1,0.9,1.1,1
John Starks,195.58,9.3,2.1,2.4,1
John Stockton,185.42,11.5,2.8,8.7,4
Kurt Thomas,205.74,10.4,6.7,0.8,3
Kornel David,205.74,2.3,1.9,0.3,0
Kobe Bryant,200.66,28.5,5.9,5.0,4
Khalid El-Amin,177.8,6.3,1.6,2.9,1
Keyon Dooling,195.58,5.9,1.2,2.3,1
Kevin Willis,213.36,9.3,6.8,0.6,3
Kevin Ollie,187.96,3.1,1.4,2.1,1
Kevin Garnett,210.82,22.0,11.4,5.0,2
Kevin Edwards,190.5,3.5,1.8,1.1,1
Keon Clark,210.82,7.9,5.4,0.9,3
Kenyon Martin,205.74,12.0,7.4,1.9,2
Lamar Odom,208.28,17.2,7.8,5.2,2
Kenny Thomas,203.2,7.1,5.6,1.0,3
Kendall Gill,195.58,9.1,4.2,2.8,3
Kelvin Cato,210.82,4.7,4.0,0.3,0
Keith Van Horn,208.28,17.0,7.1,1.7,2
Karl Malone,205.74,23.2,8.3,4.5,2
Juwan Howard,205.74,18.0,7.1,2.8,2
Jumaine Jones,203.2,4.7,2.9,0.5,0
Jud Buechler,198.12,3.4,1.6,0.7,0
Jonathan Bender,210.82,3.3,1.3,0.5,0
Jon Barry,195.58,5.1,1.5,2.1,1
Johnny Newman,200.66,10.9,2.1,1.4,3
John Wallace,205.74,5.9,2.1,0.6,0
Kenny Anderson,185.42,7.5,2.2,4.1,1
Mookie Blaylock,185.42,11.0,3.9,6.7,4
James Posey,203.2,8.1,5.3,2.0,3
Muggsy Bogues,160.02,0.0,1.0,1.7,1
Steve Nash,190.5,15.6,3.2,7.3,4
Steve Kerr,190.5,3.3,0.6,1.0,1
Steve Goodrich,208.28,1.6,1.8,0.5,0
Steve Francis,190.5,19.9,6.9,6.5,4
Stephon Marbury,187.96,23.9,3.1,7.6,4
Stephen Jackson,203.2,8.2,2.7,1.8,3
Stacey Augmon,203.2,4.7,2.4,1.5,0
Soumaila Samake,213.36,1.4,1.6,0.0,0
Slava Medvedenko,208.28,4.6,1.3,0.3,0
Sherman Douglas,182.88,5.7,1.3,2.4,1
Shawnelle Scott,210.82,1.6,1.9,0.1,0
Shawn Marion,200.66,17.3,10.7,2.0,2
Shawn Kemp,208.28,6.5,3.8,1.0,3
Shawn Bradley,228.6,7.1,7.4,0.5,3
Shareef Abdur-Rahim,205.74,20.5,9.1,3.1,2
Shaquille O'Neal,215.9,28.7,12.7,3.7,2
Shandon Anderson,198.12,8.7,4.1,2.3,3
Shammond Williams,185.42,6.8,1.9,2.8,1
Sean Rooks,208.28,5.4,3.7,0.9,3
Sean Elliott,203.2,7.9,3.3,1.6,3
Sean Colson,182.88,1.2,0.5,0.8,1
Scottie Pippen,200.66,11.3,5.2,4.6,4
Scott Williams,208.28,6.1,5.5,0.5,3
Stromile Swift,205.74,4.9,3.6,0.4,0
Tariq Abdul-Wahad,198.12,3.8,2.0,0.8,0
Terrance Roberson,200.66,0.0,0.3,0.3,0
Terrell Brandon,180.34,16.0,3.8,7.5,4
Morris Peterson,200.66,9.3,3.2,1.3,3
Travis Knight,213.36,0.6,1.2,0.1,0
Travis Best,180.34,11.9,2.9,6.1,4
Trajan Langdon,190.5,6.0,1.4,1.2,1
Tracy Murray,200.66,5.0,1.6,0.5,0
Tracy McGrady,203.2,26.8,7.5,4.6,2
Tony Smith,190.5,2.8,0.5,1.7,1
Tony Massenburg,205.74,4.5,4.0,0.2,0
Tony Delk,187.96,12.3,3.2,2.0,1
Tony Battie,210.82,6.5,5.8,0.4,3
Toni Kukoc,210.82,11.1,4.0,3.1,3
Scott Padgett,205.74,2.1,1.4,0.2,0
Tom Hammonds,205.74,1.0,0.6,0.1,0
Todd MacCulloch,213.36,4.1,2.7,0.2,0
Todd Fuller,210.82,2.8,1.8,0.1,0
Todd Day,198.12,4.3,1.2,0.9,0
Tim Thomas,208.28,12.6,4.1,1.8,3
Tim James,200.66,1.5,1.2,0.3,0
Tim Hardaway,182.88,14.9,2.6,6.3,4
Tim Duncan,213.36,22.2,12.2,3.0,2
Theo Ratliff,208.28,12.4,8.3,1.2,2
Terry Porter,190.5,7.2,2.5,3.1,1
Terry Mills,208.28,1.8,1.5,0.4,0
Terry Davis,208.28,1.7,2.8,0.4,0
Tom Gugliotta,208.28,6.4,4.5,1.0,3
Scott Burrell,200.66,4.3,0.8,0.3,0
Steven Smith,203.2,13.6,3.4,2.6,3
Samaki Walker,205.74,5.3,4.0,0.5,3
Randy Livingston,193.04,0.0,0.5,0.5,0
Randy Brown,187.96,4.1,1.8,2.9,1
Raja Bell,195.58,1.0,0.2,0.0,0
Rafer Alston,187.96,2.1,0.8,1.8,1
Raef LaFrentz,210.82,12.9,7.8,1.4,2
Quincy Lewis,200.66,3.5,1.3,0.5,0
Quentin Richardson,198.12,8.1,3.4,0.8,3
Popeye Jones,203.2,3.6,4.9,0.7,3
Pervis Ellison,205.74,0.7,1.3,0.3,0
Peja Stojakovic,205.74,20.4,5.8,2.2,2
Paul Pierce,198.12,25.3,6.4,3.1,2
Rashard Lewis,208.28,14.8,6.9,1.6,2
Paul McPherson,193.04,4.8,1.4,0.7,1
Pat Garrity,205.74,8.3,2.8,0.7,3
P.J. Brown,210.82,8.5,9.3,1.6,2
Otis Thorpe,208.28,2.8,3.0,0.6,0
Othella Harrington,205.74,9.0,5.2,0.8,3
Olumide Oyedeji,208.28,1.5,2.2,0.1,0
Olden Polynice,213.36,5.3,4.7,0.4,3
Obinna Ekezie,205.74,3.1,2.4,0.3,0
Nick Van Exel,185.42,17.7,3.4,8.5,4
Nick Anderson,198.12,1.8,1.2,0.6,0
Scot Pollard,210.82,6.5,6.0,0.6,3
Nazr Mohammed,208.28,7.6,5.3,0.3,3
Patrick Ewing,213.36,9.6,7.4,1.2,3
Rasheed Wallace,210.82,19.2,7.8,2.8,2
Pepe Sanchez,193.04,0.7,0.5,1.4,1
Ray Allen,195.58,22.0,5.2,4.6,4
