player_name,player_height,pts,reb,ast,label
Kelly Oubre Jr.,200.66,15.2,4.7,1.2,3
Kemba Walker,185.42,25.6,4.4,5.9,4
Kenneth Faried,203.2,10.4,6.8,0.5,3
Kenrich Williams,200.66,6.1,4.8,1.8,3
Kent Bazemore,195.58,11.6,3.9,2.3,3
Juancho Hernangomez,205.74,5.8,3.8,0.8,3
Jrue Holiday,193.04,21.2,5.0,7.7,4
Josh Richardson,198.12,16.6,3.6,4.1,4
Josh Okogie,193.04,7.7,2.9,1.2,1
John Henson,210.82,5.6,5.1,1.0,3
John Holland,195.58,0.0,0.0,0.0,0
John Jenkins,193.04,4.7,1.4,0.8,1
John Wall,193.04,20.7,3.6,8.7,4
Johnathan Motley,208.28,4.6,2.3,0.5,0
Johnathan Williams,205.74,6.5,4.1,0.5,3
Jon Leuer,208.28,3.8,2.4,0.3,0
Jonah Bolden,208.28,4.7,3.8,0.9,0
Jonas Jerebko,208.28,6.3,3.9,1.3,3
Kevin Durant,205.74,26.0,6.4,5.9,4
Jonas Valanciunas,213.36,15.6,8.6,1.4,2
Jonathon Simmons,198.12,6.5,2.3,2.3,1
Jordan Bell,205.74,3.3,2.7,1.1,0
Jordan Clarkson,195.58,16.8,3.3,2.4,4
Jordan Loyd,193.04,2.4,0.8,0.5,0
Jordan McRae,195.58,5.9,1.5,1.1,1
Jordan Sibert,193.04,3.0,0.0,0.0,0
Jose Calderon,190.5,2.3,1.2,2.3,1
Josh Hart,195.58,7.8,3.7,1.4,1
Josh Jackson,203.2,11.5,4.4,2.3,3
Jonathan Isaac,208.28,9.6,5.5,1.1,3
Aaron Holiday,185.42,5.9,1.3,1.7,1
Zhou Qi,215.9,2.0,0.0,0.0,0
Zhaire Smith,193.04,6.7,2.2,1.7,1
Aaron Holiday,182.88,9.5,2.4,3.4,1
Maxi Kleber,208.28,9.1,5.2,1.2,3
Max Strus,195.58,2.5,0.5,0.0,0
Maurice Harkless,200.66,5.8,3.9,1.1,3
Matthew Dellavedova,190.5,3.1,1.3,3.2,1
Matt Thomas,193.04,4.9,1.5,0.5,1
Matt Mooney,187.96,0.5,0.8,0.3,1
Matisse Thybulle,195.58,4.7,1.6,1.2,1
Mason Plumlee,210.82,7.2,5.2,2.5,3
Marvin Williams,203.2,5.9,3.2,1.0,0
Marvin Bagley III,210.82,14.2,7.5,0.8,2
Marquese Chriss,205.74,9.3,6.2,1.9,3
Marques Bolden,208.28,0.0,2.0,0.0,0
Marko Guduric,198.12,3.9,1.7,1.0,0
Markieff Morris,203.2,9.7,3.8,1.3,3
Markelle Fultz,190.5,12.1,3.3,5.1,4
Mario Hezonja,203.2,4.8,3.5,0.9,0
Marial Shayok,195.58,2.8,1.8,0.3,0
Marcus Smart,190.5,12.9,3.8,4.9,4
Marcus Morris Sr.,203.2,16.7,5.0,1.4,3
Marco Belinelli,195.58,6.3,1.7,1.2,1
Marc Gasol,210.82,7.5,6.3,3.3,3
Malik Newman,190.5,2.0,0.0,0.0,0
Malik Monk,190.5,10.3,2.9,2.1,1
Malik Beasley,193.04,11.2,2.7,1.4,1
Malcolm Miller,200.66,1.3,0.6,0.4,0
Malcolm Brogdon,195.58,16.5,4.9,7.1,4
Luke Kornet,218.44,6.0,2.3,0.9,0
Luke Kennard,195.58,15.8,3.5,4.1,4
Melvin Frazier Jr.,195.58,2.1,0.5,0.2,0
Meyers Leonard,213.36,6.1,5.1,1.1,3
Mfiondu Kabengele,205.74,3.5,0.9,0.2,0
Michael Carter-Williams,195.58,7.2,3.3,2.4,1
Nikola Vucevic,210.82,19.6,10.9,3.6,2
Nikola Jokic,213.36,19.9,9.7,7.0,2
Nigel Williams-Goss,187.96,1.4,0.6,0.6,1
Nicolo Melli,205.74,6.6,3.0,1.4,3
Nicolas Claxton,210.82,4.4,2.9,1.1,0
Nicolas Batum,205.74,3.6,4.5,3.0,3
Nickeil Alexander-Walker,195.58,5.7,1.8,1.9,1
Nerlens Noel,208.28,7.4,4.9,0.9,3
Nemanja Bjelica,208.28,11.5,6.4,2.8,3
Naz Reid,205.74,9.0,4.1,1.2,3
Naz Mitrou-Long,190.5,2.8,1.4,1.6,1
Nassir Little,195.58,3.6,2.3,0.5,0
Myles Turner,210.82,12.1,6.6,1.2,3
Mychal Mulder,190.5,11.0,3.3,1.1,1
Moses Brown,218.44,1.2,1.6,0.1,0
Moritz Wagner,210.82,8.7,4.9,1.2,3
Montrezl Harrell,200.66,18.6,7.1,1.7,2
Monte Morris,187.96,9.0,1.9,3.5,1
Mo Bamba,213.36,5.4,4.9,0.7,3
Miye Oni,195.58,3.5,1.7,0.4,0
Mitchell Robinson,213.36,9.7,7.0,0.6,3
Miles Bridges,198.12,13.0,5.6,1.8,3
Mike Scott,200.66,6.0,3.6,0.8,0
Mike Muscala,208.28,4.8,2.3,0.9,0
Mike Conley,185.42,14.4,3.2,4.4,4
Mikal Bridges,198.12,9.1,4.0,1.8,3
Michael Porter Jr.,208.28,9.3,4.7,0.8,3
Michael Kidd-Gilchrist,198.12,2.4,2.7,0.6,0
Michael Frazier II,190.5,2.1,0.8,0.2,1
Luka Samanic,208.28,5.3,3.3,2.0,3
Luka Doncic,200.66,28.8,9.4,8.8,4
Luguentz Dort,190.5,6.8,2.3,0.8,1
Luc Mbah a Moute,203.2,1.7,0.7,0.0,0
Kenrich Williams,198.12,3.5,4.8,1.5,3
Kendrick Nunn,187.96,15.3,2.7,3.3,4
Kemba Walker,182.88,20.4,3.9,4.8,4
Kelly Oubre Jr.,200.66,18.7,6.4,1.5,2
Kelly Olynyk,210.82,8.2,4.6,1.7,3
Keldon Johnson,195.58,9.1,3.4,0.9,3
Kelan Martin,195.58,6.4,3.1,0.7,1
Keita Bates-Diop,203.2,6.5,2.9,0.7,0
Kawhi Leonard,200.66,27.1,7.1,4.9,4
Karl-Anthony Towns,210.82,26.5,10.8,4.4,2
Kadeem Allen,185.42,5.0,0.9,2.1,1
KZ Okpala,203.2,1.4,1.0,0.2,0
Juwan Morgan,200.66,1.7,1.4,0.3,0
Jusuf Nurkic,213.36,17.6,10.3,4.0,2
Justise Winslow,198.12,11.3,6.6,4.0,4
Justin Wright-Foreman,182.88,4.8,1.3,1.8,1
Justin Robinson,185.42,1.4,0.6,0.8,1
Justin Patton,210.82,1.8,1.0,0.4,0
Justin James,200.66,2.5,0.9,0.5,0
Justin Jackson,200.66,5.5,2.4,0.8,0
Justin Holiday,198.12,8.3,3.3,1.3,3
Justin Anderson,195.58,2.8,2.1,0.8,0
Julius Randle,203.2,19.5,9.7,3.1,2
Juancho Hernangomez,205.74,6.0,4.1,0.8,3
Juan Toscano-Anderson,198.12,5.3,4.0,2.0,3
Jrue Holiday,190.5,19.1,4.8,6.7,4
Josh Richardson,195.58,13.7,3.2,2.9,1
Josh Reaves,193.04,2.0,0.8,0.8,1
Josh Okogie,193.04,8.6,4.3,1.6,1
Kent Bazemore,193.04,8.8,4.3,1.4,3
Kentavious Caldwell-Pope,195.58,9.3,2.1,1.6,1
Kevin Hervey,205.74,1.7,1.2,0.5,0
Kevin Huerter,200.66,12.2,4.1,3.8,4
Louis King,200.66,2.0,1.0,0.5,0
Lou Williams,185.42,18.2,3.1,5.6,4
Lonzo Ball,198.12,11.8,6.1,7.0,4
Lonnie Walker IV,195.58,6.4,2.3,1.1,1
LeBron James,205.74,25.3,7.8,10.2,4
Lauri Markkanen,213.36,14.7,6.3,1.5,2
Larry Nance Jr.,200.66,10.1,7.3,2.2,3
Langston Galloway,185.42,10.3,2.3,1.5,1
Landry Shamet,193.04,9.3,1.9,1.9,1
Lance Thomas,203.2,3.4,1.9,0.9,0
LaMarcus Aldridge,210.82,18.9,7.4,2.4,2
Kyrie Irving,187.96,27.4,5.2,6.4,4
Kyle O'Quinn,205.74,3.5,4.0,1.8,3
Kyle Lowry,182.88,19.4,5.0,7.5,4
Noah Vonleh,208.28,3.7,3.4,0.8,0
Kyle Kuzma,203.2,12.8,4.5,1.3,3
Kyle Guy,185.42,1.3,0.3,0.3,1
Kyle Anderson,205.74,5.8,4.3,2.4,3
Kyle Alexander,208.28,1.0,1.5,0.0,0
Ky Bowman,185.42,7.4,2.7,2.9,1
Kristaps Porzingis,220.98,20.4,9.5,1.8,2
Kris Dunn,190.5,7.3,3.6,3.4,1
Kostas Antetokounmpo,208.28,1.4,0.6,0.4,0
Khyri Thomas,190.5,2.1,0.1,0.4,1
Khris Middleton,200.66,20.9,6.2,4.3,4
Khem Birch,205.74,4.4,4.6,1.0,3
Kevon Looney,205.74,3.4,3.3,1.0,0
Kevin Porter Jr.,193.04,10.0,3.2,2.2,1
Kevin Love,203.2,17.6,9.8,3.2,2
Kevin Knox II,200.66,6.4,2.8,0.9,0
Kyle Korver,200.66,6.7,2.1,1.2,0
Norman Powell,190.5,16.0,3.7,1.8,1
Norvel Pelle,208.28,2.4,3.0,0.3,0
OG Anunoby,200.66,10.6,5.3,1.6,3
Troy Daniels,193.04,4.3,1.1,0.4,1
Troy Brown Jr.,198.12,10.4,5.6,2.6,3
Tristan Thompson,205.74,12.0,10.1,2.1,2
Trey Lyles,205.74,6.4,5.7,1.1,3
Trey Burke,182.88,7.4,1.5,2.5,1
Trevor Ariza,203.2,8.0,4.6,1.7,3
Treveon Graham,195.58,4.4,2.7,0.8,0
Tremont Waters,177.8,3.6,1.1,1.5,1
Trae Young,185.42,29.6,4.3,9.3,4
Torrey Craig,200.66,5.4,3.3,0.8,0
Tony Snell,198.12,8.0,1.9,2.2,1
Tony Bradley,208.28,4.9,4.6,0.4,3
Tomas Satoransky,200.66,9.9,3.9,5.4,4
Tobias Harris,203.2,19.6,6.9,3.2,2
Timothe Luwawu-Cabarrot,200.66,7.8,2.7,0.6,0
Tim Hardaway Jr.,195.58,15.8,3.3,1.9,3
Tim Frazier,182.88,3.6,1.2,3.4,1
Thon Maker,213.36,4.7,2.8,0.7,0
Thomas Bryant,208.28,13.2,7.2,1.8,2
Theo Pinson,195.58,3.6,1.6,1.7,1
Thanasis Antetokounmpo,198.12,2.8,1.2,0.8,0
Thaddeus Young,203.2,10.3,4.9,1.8,3
Thabo Sefolosha,198.12,2.2,2.3,0.6,0
Terry Rozier,185.42,18.0,4.4,4.1,4
Terrence Ross,198.12,14.7,3.2,1.2,3
Terrance Ferguson,198.12,3.9,1.3,0.9,0
Terence Davis,193.04,7.5,3.3,1.6,1
Terance Mann,195.58,2.4,1.3,1.3,1
Taurean Prince,200.66,12.1,6.0,1.8,3
Ty Jerome,195.58,3.3,1.5,1.4,1
Tariq Owens,208.28,1.3,1.0,0.0,0
Tyler Cook,203.2,1.8,1.1,0.1,0
Tyler Johnson,190.5,7.0,1.9,1.9,1
Aaron Gordon,203.2,14.4,7.7,3.7,2
Zylan Cheatham,195.58,3.0,2.3,0.8,0
Zion Williamson,198.12,22.5,6.3,2.1,2
Zhaire Smith,190.5,1.1,0.3,0.3,1
Zach Norvell Jr.,195.58,2.0,1.2,0.6,0
Zach LaVine,198.12,25.5,4.8,4.2,4
Zach Collins,210.82,7.0,6.3,1.5,3
Yuta Watanabe,203.2,2.0,1.1,0.3,0
Yogi Ferrell,182.88,4.4,1.0,1.4,1
Wilson Chandler,203.2,5.9,4.1,1.1,3
Willy Hernangomez,210.82,6.1,4.3,0.9,3
Willie Cauley-Stein,213.36,7.2,5.8,1.3,3
William Howard,203.2,0.0,1.0,0.5,0
Will Barton,195.58,15.1,6.3,3.7,4
Wesley Matthews,193.04,7.4,2.5,1.4,1
Wes Iwundu,198.12,5.8,2.5,1.2,0
Wenyen Gabriel,205.74,2.1,1.7,0.3,0
Wendell Carter Jr.,205.74,11.3,9.4,1.2,2
Wayne Ellington,193.04,5.1,1.8,1.2,1
Vlatko Cancar,203.2,1.2,0.7,0.2,0
Vincent Poirier,213.36,1.9,2.0,0.4,0
Vince Carter,198.12,5.0,2.1,0.8,0
Victor Oladipo,193.04,14.5,3.9,2.9,4
Vic Law,200.66,1.9,1.4,0.4,0
Udonis Haslem,203.2,3.0,4.0,0.3,0
Tyus Jones,182.88,7.4,1.6,4.4,1
Tyson Chandler,213.36,1.3,2.5,0.2,0
Tyrone Wallace,195.58,2.9,1.6,0.9,0
Tyler Zeller,210.82,1.0,2.0,0.0,0
Tyler Herro,195.58,13.5,4.1,2.2,3
Talen Horton-Tucker,193.04,5.7,1.2,1.0,1
Taj Gibson,205.74,6.1,4.3,0.8,3
Tacko Fall,226.06,3.3,2.1,0.1,0
Rodions Kurucs,205.74,4.6,2.9,1.1,0
Robin Lopez,213.36,5.4,2.4,0.7,0
Robert Williams III,203.2,5.2,4.4,0.9,3
Robert Covington,200.66,12.4,6.6,1.3,3
Ricky Rubio,190.5,13.0,4.7,8.8,4
Richaun Holmes,208.28,12.3,8.1,1.0,2
Reggie Jackson,190.5,11.9,3.0,4.1,4
Reggie Bullock,198.12,8.1,2.3,1.4,1
Rayjon Tucker,190.5,3.1,1.0,0.3,1
Raul Neto,185.42,5.1,1.1,1.8,1
Rajon Rondo,185.42,7.1,3.0,5.0,1
RJ Barrett,198.12,14.3,5.0,2.6,3
Quinndary Weatherspoon,190.5,1.1,0.6,1.0,1
Quinn Cook,185.42,5.1,1.2,1.1,1
Paul Watson,198.12,3.1,1.7,0.8,0
Paul Millsap,200.66,11.6,5.7,1.6,3
Paul George,203.2,21.5,5.7,3.9,4
Patty Mills,185.42,11.6,1.6,1.8,1
Patrick Patterson,203.2,4.9,2.6,0.7,0
Patrick McCaw,200.66,4.6,2.3,2.1,0
Patrick Beverley,185.42,7.9,5.2,3.6,1
Pat Connaughton,195.58,5.4,4.2,1.6,1
Pascal Siakam,205.74,22.9,7.3,3.5,2
PJ Dozier,198.12,5.8,1.9,2.2,1
P.J. Washington,200.66,12.2,5.4,2.1,3
P.J. Tucker,195.58,6.9,6.6,1.6,3
Otto Porter Jr.,203.2,11.9,3.4,1.8,3
Oshae Brissett,200.66,1.9,1.4,0.4,0
Omari Spellman,203.2,7.6,4.5,1.0,3
Rodney Hood,203.2,11.0,3.4,1.5,3
Rodney McGruder,193.04,3.3,2.7,0.6,1
Romeo Langford,193.04,2.5,1.3,0.4,0
Rondae Hollis-Jefferson,198.12,7.0,4.7,1.8,3
T.J. Warren,203.2,19.8,4.2,1.5,3
T.J. McConnell,185.42,6.5,2.7,5.0,1
T.J. Leaf,208.28,3.0,2.5,0.3,0
Svi Mykhailiuk,200.66,9.0,1.9,1.9,1
Steven Adams,210.82,10.9,9.3,2.3,2
Sterling Brown,195.58,5.1,3.5,1.0,1
Stephen Curry,190.5,20.8,5.2,6.6,4
Stanton Kidd,198.12,0.0,0.8,0.3,0
Stanley Johnson,198.12,2.4,1.5,0.8,0
Spencer Dinwiddie,195.58,20.6,3.5,6.8,4
Solomon Hill,198.12,5.5,2.8,1.8,1
Skal Labissiere,208.28,5.8,5.1,1.3,3
Sindarius Thornwell,193.04,8.0,2.0,2.0,1
Shaquille Harrison,200.66,4.9,2.0,1.1,0
Josh Magette,185.42,1.5,0.8,0.6,1
Shamorie Ponds,182.88,2.3,0.3,0.5,1
Shai Gilgeous-Alexander,195.58,19.0,5.9,3.3,4
Shabazz Napier,182.88,10.3,2.8,4.7,4
Seth Curry,187.96,12.4,2.3,1.9,1
Serge Ibaka,213.36,15.4,8.2,1.4,2
Semi Ojeleye,198.12,3.4,2.1,0.5,0
Sekou Doumbouya,203.2,6.4,3.1,0.5,0
Ryan Broekhoff,198.12,4.2,2.5,0.6,0
Ryan Arcidiacono,190.5,4.5,1.9,1.7,1
Ryan Anderson,205.74,2.5,3.5,1.0,0
Russell Westbrook,190.5,27.2,7.9,7.0,4
Rui Hachimura,203.2,13.5,6.1,1.8,3
Rudy Gobert,215.9,15.1,13.5,1.5,2
Rudy Gay,203.2,10.8,5.4,1.7,3
Royce O'Neale,193.04,6.3,5.5,2.5,3
Shake Milton,195.58,9.4,2.2,2.6,1
Josh Jackson,203.2,9.0,3.0,1.6,3
Anthony Tolliver,203.2,3.6,2.8,0.8,0
Josh Gray,182.88,1.0,1.0,1.0,1
Dante Exum,195.58,4.5,1.9,1.1,1
Danny Green,198.12,8.0,3.3,1.3,3
Danilo Gallinari,208.28,18.7,5.2,1.9,2
Daniel Theis,203.2,9.2,6.6,1.7,3
Daniel Gafford,208.28,5.1,2.5,0.5,0
Damyean Dotson,195.58,6.7,1.9,1.2,1
Damion Lee,195.58,12.7,4.9,2.7,3
Damian Lillard,187.96,30.0,4.3,8.0,4
Damian Jones,210.82,5.6,3.7,0.6,0
DaQuan Jeffries,195.58,3.8,1.4,0.5,0
D.J. Wilson,208.28,3.6,2.5,0.7,0
D.J. Augustin,180.34,10.5,2.1,4.6,1
D'Angelo Russell,193.04,23.1,3.9,6.3,4
Cristiano Felicio,208.28,3.9,4.6,0.7,3
Courtney Lee,195.58,4.5,1.3,0.5,0
Cory Joseph,190.5,6.4,2.6,3.5,1
Corey Brewer,205.74,1.0,1.6,0.4,0
Collin Sexton,185.42,20.8,3.1,3.0,4
Cody Zeller,213.36,11.1,7.1,1.5,3
Cody Martin,195.58,5.0,3.3,2.0,1
Coby White,193.04,13.2,3.5,2.7,1
Clint Capela,208.28,13.9,13.8,1.2,2
Christian Wood,208.28,13.1,6.3,1.0,3
Chris Silva,203.2,3.0,2.9,0.5,0
Chris Paul,185.42,17.6,5.0,6.7,4
Chris Clemons,175.26,4.9,0.9,0.8,1
Chris Chiozza,180.34,5.1,1.9,3.0,1
Chris Boucher,205.74,6.6,4.5,0.4,3
Chimezie Metu,205.74,3.2,1.8,0.6,0
Danuel House Jr.,198.12,10.5,4.2,1.3,3
Cheick Diallo,203.2,4.7,2.8,0.5,0
Dario Saric,208.28,10.7,6.2,1.9,3
Darius Garland,185.42,12.3,1.9,3.9,1
Dewayne Dedmon,213.36,5.8,5.7,0.5,3
Dewan Hernandez,208.28,2.3,2.3,0.5,0
Devonte' Graham,185.42,18.2,3.4,7.5,4
Devontae Cacok,203.2,6.0,5.0,1.0,3
Devon Hall,195.58,1.8,0.6,1.2,0
Devin Booker,195.58,26.6,4.2,6.5,4
Derrick White,193.04,11.3,3.3,3.5,1
Derrick Walton Jr.,182.88,2.0,0.6,1.0,1
Derrick Rose,187.96,18.1,2.4,5.6,4
Derrick Jones Jr.,198.12,8.5,3.9,1.1,3
Derrick Favors,205.74,9.0,9.8,1.6,2
Deonte Burton,193.04,2.7,1.5,0.4,0
Denzel Valentine,193.04,6.8,2.1,1.2,1
Dennis Smith Jr.,187.96,5.5,2.3,2.9,1
Dennis Schroder,185.42,18.9,3.6,4.0,4
Delon Wright,195.58,6.9,3.8,3.3,1
Dejounte Murray,193.04,10.9,5.8,4.1,4
Deandre Ayton,210.82,18.2,11.5,1.9,2
Dean Wade,205.74,1.7,1.6,0.2,0
DeMarre Carroll,198.12,3.6,2.3,1.0,0
DeMar DeRozan,198.12,22.1,5.5,5.6,4
DeAndre' Bembry,195.58,5.8,3.5,1.9,1
DeAndre Jordan,210.82,8.3,10.0,1.9,2
De'Anthony Melton,187.96,7.6,3.7,2.9,1
De'Andre Hunter,200.66,12.3,4.5,1.8,3
De'Aaron Fox,190.5,21.1,3.8,6.8,4
Davis Bertans,208.28,15.4,4.5,1.7,3
David Nwaba,195.58,5.2,2.3,0.4,0
Daryl Macon,187.96,0.8,0.0,0.3,1
Darius Bazley,203.2,5.6,4.0,0.7,3
Chasson Randle,187.96,1.7,0.7,1.7,1
Charlie Brown Jr.,198.12,2.0,0.4,0.2,0
Chandler Parsons,205.74,2.8,1.4,0.6,0
Bam Adebayo,205.74,15.9,10.2,5.1,2
BJ Johnson,200.66,3.0,1.5,0.3,0
Avery Bradley,190.5,8.6,2.3,1.3,1
Austin Rivers,190.5,8.8,2.6,1.7,1
Aron Baynes,208.28,11.5,5.6,1.6,3
Anzejs Pasecniks,218.44,5.8,4.0,0.7,3
Antonius Cleveland,195.58,1.0,0.6,0.1,0
Anthony Davis,208.28,26.1,9.3,3.2,2
Ante Zizic,208.28,4.4,3.0,0.3,0
Anfernee Simons,190.5,8.3,2.2,1.4,1
Andrew Wiggins,200.66,21.8,5.1,3.7,4
Andre Roberson,200.66,2.9,3.9,0.6,0
Andre Iguodala,198.12,4.6,3.7,2.4,1
Andre Drummond,208.28,17.7,15.2,2.7,2
Amir Coffey,200.66,3.2,0.9,0.8,0
Amile Jefferson,205.74,0.8,1.3,0.2,0
Allonzo Trier,193.04,6.5,1.2,1.2,1
Allen Crabbe,195.58,4.6,2.1,0.9,1
Alize Johnson,200.66,2.0,2.8,0.4,0
Alfonzo McKinnie,200.66,4.6,2.8,0.4,0
Alex Len,213.36,8.0,5.8,0.9,3
Alex Caruso,195.58,5.5,1.9,1.9,1
Alen Smailagic,208.28,4.2,1.9,0.9,0
Alec Burks,198.12,15.0,4.3,2.9,3
Al-Farouq Aminu,203.2,4.3,4.8,1.2,3
Al Horford,205.74,11.9,6.8,4.0,2
Admiral Schofield,195.58,3.0,1.4,0.5,0
Adam Mokoka,195.58,2.9,0.9,0.4,0
Josh Hart,195.58,10.1,6.5,1.7,3
Ben McLemore,190.5,10.1,2.2,0.8,1
Ben Simmons,208.28,16.4,7.8,8.0,4
Bismack Biyombo,203.2,7.4,5.8,0.9,3
Blake Griffin,205.74,15.5,4.7,3.3,3
Chandler Hutchison,200.66,7.8,3.9,0.9,3
Cedi Osman,200.66,11.0,3.6,2.4,3
Carsen Edwards,180.34,3.3,1.3,0.6,1
Carmelo Anthony,203.2,15.4,6.3,1.5,2
Caris LeVert,198.12,18.7,4.2,4.4,4
Cameron Payne,185.42,10.9,3.9,3.0,1
Cameron Johnson,203.2,8.8,3.3,1.2,3
Cam Reddish,203.2,10.5,3.7,1.5,3
Caleb Swanigan,205.74,2.4,3.7,1.1,0
Caleb Martin,195.58,6.2,2.1,1.3,1
CJ Miles,198.12,6.4,1.2,1.2,1
CJ McCollum,190.5,22.2,4.2,4.4,4
Buddy Hield,193.04,19.2,4.6,3.0,4
Bryn Forbes,187.96,11.2,2.0,1.7,1
Dillon Brooks,200.66,16.2,3.3,2.1,3
Bruno Fernando,205.74,4.3,3.5,0.9,0
Bruce Brown,193.04,8.9,4.7,4.0,1
Brook Lopez,213.36,12.0,4.6,1.5,3
Brian Bowen II,198.12,1.0,1.2,0.0,0
Brandon Knight,187.96,7.3,1.6,2.8,1
Brandon Ingram,200.66,23.8,6.1,4.2,4
Brandon Goodwin,182.88,6.1,2.1,1.5,1
Brandon Clarke,203.2,12.1,5.9,1.4,3
Bradley Beal,190.5,30.5,4.2,6.1,4
Brad Wanamaker,190.5,6.9,2.0,2.5,1
Bol Bol,218.44,5.7,2.7,0.9,0
Bojan Bogdanovic,203.2,20.2,4.1,2.1,2
Bogdan Bogdanovic,198.12,15.1,3.4,3.4,4
Bobby Portis,208.28,10.1,5.1,1.5,3
Boban Marjanovic,223.52,6.6,4.5,0.5,3
Bruno Caboclo,205.74,3.0,2.0,0.4,0
Dion Waiters,190.5,11.1,2.4,2.0,1
Abdel Nader,195.58,6.3,1.8,0.7,1
Donovan Mitchell,185.42,24.0,4.4,4.3,4
Jaxson Hayes,210.82,7.4,4.0,0.9,3
Javonte Green,193.04,3.4,1.9,0.5,1
Jarrod Uthoff,205.74,2.7,0.9,0.0,0
Jarrett Culver,198.12,9.2,3.4,1.7,3
Jarrett Allen,210.82,11.1,9.6,1.6,2
Jarrell Brantley,195.58,2.7,2.2,1.2,0
Jarred Vanderbilt,205.74,1.1,0.8,0.2,0
Jaren Jackson Jr.,210.82,17.4,4.6,1.4,3
Jared Harper,177.8,0.7,0.0,0.0,1
Jared Dudley,198.12,1.5,1.2,0.6,0
James Johnson,200.66,8.4,3.7,2.3,3
James Harden,195.58,34.3,6.6,7.5,4
James Ennis III,198.12,6.6,3.6,0.9,3
Jamal Murray,193.04,18.5,4.0,4.8,4
Jamal Crawford,195.58,5.0,0.0,3.0,1
Jalen McDaniels,208.28,5.6,4.1,0.8,3
Jalen Lecque,193.04,2.0,0.4,0.4,0
Jalen Brunson,185.42,8.2,2.4,3.3,1
Jakob Poeltl,215.9,5.6,5.7,1.8,3
Jake Layman,203.2,9.1,2.5,0.7,3
Jahlil Okafor,208.28,8.1,4.2,1.2,3
Jae Crowder,198.12,10.5,5.9,2.5,3
Jacob Evans,193.04,4.4,1.4,1.1,1
Jabari Parker,203.2,14.0,5.6,1.8,3
JaVale McGee,213.36,6.6,5.7,0.5,3
JaMychal Green,203.2,6.8,6.2,0.8,3
JaKarr Sampson,200.66,4.6,2.6,0.6,0
Ja Morant,190.5,17.8,3.9,7.3,4
JR Smith,198.12,2.8,0.8,0.5,0
Jaylen Brown,198.12,20.3,6.4,2.1,2
JJ Redick,190.5,15.3,2.5,2.0,1
Jaylen Hoard,203.2,2.9,2.5,0.3,0
Jayson Tatum,203.2,23.4,7.0,3.0,2
Domantas Sabonis,210.82,18.5,12.4,5.0,2
Jordan Poole,193.04,8.8,2.1,2.4,1
Jordan McRae,195.58,11.5,3.4,2.5,1
Jordan McLaughlin,180.34,7.6,1.6,4.2,1
Jordan Clarkson,193.04,15.2,2.6,1.9,1
Jordan Bone,190.5,1.2,0.4,0.8,1
Jordan Bell,203.2,3.2,2.8,0.6,0
Jonathan Isaac,210.82,11.9,6.8,1.4,3
Jonas Valanciunas,210.82,14.9,11.3,1.9,2
Jonah Bolden,203.2,1.4,1.3,0.0,0
Johnathan Williams,205.74,3.0,4.3,0.5,0
Johnathan Motley,203.2,2.2,0.8,0.6,0
John Konchar,195.58,2.8,2.5,1.2,0
John Henson,205.74,5.5,4.1,1.4,3
John Collins,205.74,21.6,10.1,1.5,2
Joel Embiid,213.36,23.0,11.6,3.0,2
Joe Ingles,200.66,9.8,3.9,5.2,4
Joe Harris,198.12,14.5,4.3,2.1,3
Joe Chealey,193.04,0.5,0.0,0.3,0
Joakim Noah,210.82,2.8,3.2,1.4,0
Jimmy Butler,200.66,19.9,6.7,6.0,4
Jevon Carter,185.42,4.9,2.0,1.4,1
Jerome Robinson,193.04,5.1,2.0,1.4,1
Jerian Grant,193.04,4.5,1.0,1.5,1
Jeremy Pargo,187.96,8.3,1.0,2.7,1
Jeremy Lamb,195.58,12.5,4.3,2.1,3
Jeremiah Martin,187.96,7.1,1.1,2.0,1
Jerami Grant,203.2,12.0,3.5,1.2,3
Jeff Teague,190.5,10.9,2.4,5.2,4
Jaylen Nowell,193.04,3.8,0.9,1.3,1
J.P. Macura,193.04,0.0,0.0,0.0,0
Jeff Green,203.2,9.4,2.8,1.0,3
Ivica Zubac,213.36,8.3,7.5,1.1,3
Frank Kaminsky,213.36,9.7,4.5,1.9,3
Frank Jackson,190.5,6.3,1.4,1.0,1
Evan Turner,198.12,3.3,2.0,2.0,1
Evan Fournier,200.66,18.5,2.6,3.2,4
Ersan Ilyasova,205.74,6.6,4.8,0.8,3
Eric Paschall,198.12,14.0,4.6,2.1,3
Eric Mika,208.28,6.0,7.0,0.0,3
Eric Gordon,190.5,14.4,2.0,1.5,1
Eric Bledsoe,185.42,14.9,4.6,5.4,4
Enes Kanter,208.28,8.1,7.4,1.0,3
Emmanuel Mudiay,190.5,7.3,2.3,2.1,1
Elie Okobo,190.5,4.0,1.6,2.1,1
Elfrid Payton,190.5,10.0,4.7,7.2,4
Ed Davis,205.74,1.8,3.8,0.4,0
E'Twaun Moore,190.5,8.3,2.3,1.4,1
Dzanan Musa,205.74,4.8,2.2,1.1,0
Dwight Powell,208.28,9.4,5.7,1.5,3
Dwight Howard,208.28,7.5,7.3,0.7,3
Dwayne Bacon,198.12,5.7,2.6,1.3,1
Dusty Hannahs,190.5,6.0,0.5,0.0,1
Duncan Robinson,200.66,13.5,3.2,1.4,3
Drew Eubanks,205.74,4.9,3.9,0.7,0
